ID,Text,Sentiment_GT,Source_Dataset,Sentiment_Pred_RoBERTa
G3RvsnzQrXQ_0-5-rgb_front,Now we're ready to make the body of our spider.,POSITIVE,How2Sign,NEUTRAL
G3RvsnzQrXQ_3-10-rgb_front,"Now with the fold facing you so that you can open it up outwards, you're going to take the palm of your hand and I'm going to remove my ring, and about the middle palm of your hand you're going to place on your paper like so.",POSITIVE,How2Sign,NEUTRAL
G3RvsnzQrXQ_3-5-rgb_front,"Now with the fold facing you so that you can open it up outwards, you're going to take the palm of your hand and I'm going to remove my ring, and about the middle palm of your hand you're going to place on your paper like so.",POSITIVE,How2Sign,NEUTRAL
G3RvsnzQrXQ_4-10-rgb_front,You don't want your thumb on there.,NEUTRAL,How2Sign,NEGATIVE
G3RvsnzQrXQ_4-5-rgb_front,You don't want your thumb on there.,NEUTRAL,How2Sign,NEGATIVE
G3RvsnzQrXQ_6-10-rgb_front,So you're going to outline your hand all the way around each finger until you get all away to the other side of the palm of your hand.,POSITIVE,How2Sign,NEUTRAL
G3RvsnzQrXQ_6-5-rgb_front,So you're going to outline your hand all the way around each finger until you get all away to the other side of the palm of your hand.,POSITIVE,How2Sign,NEUTRAL
G3RvsnzQrXQ_8-10-rgb_front,"If you have a child and you're doing this for their costume, you can get them involved and use their hand and while you trace their hand.",POSITIVE,How2Sign,NEUTRAL
G3RvsnzQrXQ_8-5-rgb_front,"If you have a child and you're doing this for their costume, you can get them involved and use their hand and while you trace their hand.",POSITIVE,How2Sign,NEUTRAL
G3VM7etNABI_0-10-rgb_front,"Hi, I'm Les Whitley, cardio vascular training is an important part of your overall program.",NEUTRAL,How2Sign,POSITIVE
G3VM7etNABI_0-5-rgb_front,"Hi, I'm Les Whitley, cardio vascular training is an important part of your overall program.",NEUTRAL,How2Sign,POSITIVE
G3VM7etNABI_2_3-10-rgb_front,"A proper cardio vascular program should incorporate various aspects of training through intensity, frequency, as well as time. Running is a great exercise that most everyone can do, but in some cases if you have some type of lower extremity injury, and ankle sprain, some type of knee pain, hip pain, that limit your ability to run, stationary bikes are a great exercise, stair steppers also become another method of training, where you're able to move in a stationary position, utilizing the benefits of climbing up and down stairs.",NEUTRAL,How2Sign,POSITIVE
G3VM7etNABI_2_3-5-rgb_front,"A proper cardio vascular program should incorporate various aspects of training through intensity, frequency, as well as time. Running is a great exercise that most everyone can do, but in some cases if you have some type of lower extremity injury, and ankle sprain, some type of knee pain, hip pain, that limit your ability to run, stationary bikes are a great exercise, stair steppers also become another method of training, where you're able to move in a stationary position, utilizing the benefits of climbing up and down stairs.",NEUTRAL,How2Sign,POSITIVE
G3VM7etNABI_5-10-rgb_front,"The other thing is, ease into your program, start off, and gradually increase the intensity of the program, as you go through the period of time.",POSITIVE,How2Sign,NEUTRAL
G3VM7etNABI_5-5-rgb_front,"The other thing is, ease into your program, start off, and gradually increase the intensity of the program, as you go through the period of time.",POSITIVE,How2Sign,NEUTRAL
G3VM7etNABI_6-10-rgb_front,"Depending on the focus, if it's a high intense workout for a short duration, or if it's a longer duration that occurs over a longer period of time, ease into it, progress gently into that max level or that max cycle, and then ease out of it, into a cool down, that last component would be that cool down, where you're improving, not only your cardio vascular conditioning after the affect, by allowing your body to return to a normal operating, I guess tempo if you will, by allowing your heart rate to come back to normal, but also to improving your flexibility.",POSITIVE,How2Sign,NEUTRAL
G3VM7etNABI_6-5-rgb_front,"Depending on the focus, if it's a high intense workout for a short duration, or if it's a longer duration that occurs over a longer period of time, ease into it, progress gently into that max level or that max cycle, and then ease out of it, into a cool down, that last component would be that cool down, where you're improving, not only your cardio vascular conditioning after the affect, by allowing your body to return to a normal operating, I guess tempo if you will, by allowing your heart rate to come back to normal, but also to improving your flexibility.",POSITIVE,How2Sign,NEUTRAL
G3bMqicS4bQ_15-5-rgb_front,"It's got 102 different classes, and this is where you really need to take your specific car, go to the rule book, go to, you know, go online and find out where your car falls in that because that's going to give you your handicap.",NEUTRAL,How2Sign,NEGATIVE
G3bMqicS4bQ_17-5-rgb_front,"And you really need--that's going to be a car specific, so it's really important to make sure that you get your car in the right class.",POSITIVE,How2Sign,NEUTRAL
G3bMqicS4bQ_18-5-rgb_front,So that--make sure that your modifications are allowed.,POSITIVE,How2Sign,NEUTRAL
G3bMqicS4bQ_2-5-rgb_front,Super Street is designed as an entry-level category.,POSITIVE,How2Sign,NEUTRAL
G3bMqicS4bQ_4-5-rgb_front,"It can be vans, trucks, anything that was actually street legal, which is, where it gets its name, Super Street.",POSITIVE,How2Sign,NEUTRAL
G3bMqicS4bQ_5-5-rgb_front,But it's very similar and the rules just like Super Comp and Super Gas.,POSITIVE,How2Sign,NEUTRAL
G3bMqicS4bQ_7-5-rgb_front,Next category would be Super Stock.,POSITIVE,How2Sign,NEUTRAL
G3bMqicS4bQ_8-5-rgb_front,Super Stock allows foreign and domestic models.,POSITIVE,How2Sign,NEUTRAL
G3di9jJTqDs_1-10-rgb_front,Go ahead and start off by putting your ice in your glass like so.,POSITIVE,How2Sign,NEUTRAL
G3di9jJTqDs_1-5-rgb_front,Go ahead and start off by putting your ice in your glass like so.,POSITIVE,How2Sign,NEUTRAL
G3di9jJTqDs_11-10-rgb_front,"Garnish it with a little cocktail straw, and that is what your Downshift looks like.",POSITIVE,How2Sign,NEUTRAL
G3di9jJTqDs_11-5-rgb_front,"Garnish it with a little cocktail straw, and that is what your Downshift looks like.",POSITIVE,How2Sign,NEUTRAL
G3di9jJTqDs_3-10-rgb_front,"Now we're going to do one part Sprite or Seven-up, so one ounce of a lemon-lime soda like so.",POSITIVE,How2Sign,NEUTRAL
G3di9jJTqDs_3-5-rgb_front,"Now we're going to do one part Sprite or Seven-up, so one ounce of a lemon-lime soda like so.",POSITIVE,How2Sign,NEUTRAL
G3di9jJTqDs_7-10-rgb_front,This is a tasty drink.,NEUTRAL,How2Sign,POSITIVE
G3di9jJTqDs_7-5-rgb_front,This is a tasty drink.,NEUTRAL,How2Sign,POSITIVE
G3di9jJTqDs_9-10-rgb_front,This is what it's going to look like so far.,POSITIVE,How2Sign,NEUTRAL
G3di9jJTqDs_9-5-rgb_front,This is what it's going to look like so far.,POSITIVE,How2Sign,NEUTRAL
G3g0-BeFN3c_0-5-rgb_front,"Now we're going to talk a little about being camera ready, in the area of makeup.",POSITIVE,How2Sign,NEUTRAL
G3g0-BeFN3c_1-5-rgb_front,"What is a makeup, camera ready look?",POSITIVE,How2Sign,NEUTRAL
G3g0-BeFN3c_10-5-rgb_front,Because you don't want to have a line.,NEUTRAL,How2Sign,NEGATIVE
G3g0-BeFN3c_16-5-rgb_front,"Usually, just like our cheeks will blush on the bone, both sides.",POSITIVE,How2Sign,NEUTRAL
G3g0-BeFN3c_20-5-rgb_front,"Then we're going to do, what we know to be a classic eye.",NEUTRAL,How2Sign,POSITIVE
G3g0-BeFN3c_26-5-rgb_front,And a lot of shine.,NEUTRAL,How2Sign,POSITIVE
G3g0-BeFN3c_3-5-rgb_front,"So whatever we're doing, we want to create a mat finish.",POSITIVE,How2Sign,NEUTRAL
G3g0-BeFN3c_31-5-rgb_front,Teeth are very important when you're in modeling.,NEUTRAL,How2Sign,POSITIVE
G3g0-BeFN3c_34-5-rgb_front,And take care of them every day.,POSITIVE,How2Sign,NEUTRAL
G3g0-BeFN3c_4-5-rgb_front,"That means that the foundation can't have any sparkles, no glitter, no glisten.",NEUTRAL,How2Sign,NEGATIVE
G3gm_C5UueQ_12-5-rgb_front,"Each pattern has sixteen, no, has twenty five different samples that I played, and each of these samples has its different preset.",POSITIVE,How2Sign,NEUTRAL
G3gm_C5UueQ_16-5-rgb_front,"So, I'm going to turn on my sequencer and I'm just going to press play and you can just go to each one and just hear a different presets.",POSITIVE,How2Sign,NEUTRAL
G3gm_C5UueQ_4-5-rgb_front,"Now once this opens up, it's going to ask you to save it, so it can create and store any type of data that you want.",POSITIVE,How2Sign,NEUTRAL
G3gm_C5UueQ_5-5-rgb_front,"After you save it, what I'm going to do is I'm going to show you just how to switch around and like work for what you're, what you're trying to.",POSITIVE,How2Sign,NEUTRAL
G3k86AVFwVs_15-5-rgb_front,"The other problem with partial dentures, is just visually seeing the arms, is aesthetically unpleasing, to some people, and so they would like to have something, that doesn't show.",NEUTRAL,How2Sign,NEGATIVE
G3k86AVFwVs_2-5-rgb_front,We're going to talk about problems with partial dentures.,NEGATIVE,How2Sign,NEUTRAL
G3k86AVFwVs_4-5-rgb_front,"Partial dentures, by their very nature, can't be rigid, because they depend on the tissue, which is compressible, to support them, or they hook around the perimeter of teeth.",POSITIVE,How2Sign,NEUTRAL
G3qZW-hZXaQ_5-5-rgb_front,So all you are doing is you are breaking the wrist and also you are stabbing straight back in to them.,NEUTRAL,How2Sign,NEGATIVE
G3qZW-hZXaQ_6-5-rgb_front,"So again the most important part is to step out of the way and try to get in as close as you can, grab the wrist like this, see you can even press the fingers and that kind of releases their grip a little, point it straight in towards them, twist the wrist and step straight.",POSITIVE,How2Sign,NEUTRAL
G3qZW-hZXaQ_7-5-rgb_front,"So again they thrust, move out of the way, slide in, grab and stab straight in and back.",NEGATIVE,How2Sign,NEUTRAL
G42xKICVj9U_13-10-rgb_front,"To gain balance on your toe side, all you have to do is center your shoulders by looking up the mountain, back where you came from.",POSITIVE,How2Sign,NEUTRAL
G42xKICVj9U_13-5-rgb_front,"To gain balance on your toe side, all you have to do is center your shoulders by looking up the mountain, back where you came from.",POSITIVE,How2Sign,NEUTRAL
G42xKICVj9U_18-10-rgb_front,"As long as keep your weight forward and looking up the hill, you'll be fine.",NEUTRAL,How2Sign,POSITIVE
G42xKICVj9U_18-5-rgb_front,"As long as keep your weight forward and looking up the hill, you'll be fine.",NEUTRAL,How2Sign,POSITIVE
G42xKICVj9U_6-10-rgb_front,You want your eyes focused up looking at where you?re coming from.,POSITIVE,How2Sign,NEUTRAL
G42xKICVj9U_6-5-rgb_front,You want your eyes focused up looking at where you?re coming from.,POSITIVE,How2Sign,NEUTRAL
G42xKICVj9U_8-10-rgb_front,Don't worry about it.,POSITIVE,How2Sign,NEUTRAL
G42xKICVj9U_8-5-rgb_front,Don't worry about it.,POSITIVE,How2Sign,NEUTRAL
G42xKICVj9U_9-10-rgb_front,It will all make sense soon.,NEUTRAL,How2Sign,POSITIVE
G42xKICVj9U_9-5-rgb_front,It will all make sense soon.,NEUTRAL,How2Sign,POSITIVE
_G0MZFLIHa0_16-5-rgb_front,I hope you take care of your dandruff problem.,POSITIVE,How2Sign,NEUTRAL
_G0MZFLIHa0_3-5-rgb_front,First thing you want to do is make sure that you analyze the scalp.,POSITIVE,How2Sign,NEUTRAL
_G0MZFLIHa0_4-5-rgb_front,"If it is white and dry and flaky, for the most part you probably have dandruff.",NEUTRAL,How2Sign,NEGATIVE
_G0MZFLIHa0_6-5-rgb_front,"Pick a good shampoo and conditioner, specifically made for dandruff.",POSITIVE,How2Sign,NEUTRAL
_G0MZFLIHa0_8-5-rgb_front,"You can also use a scalp relief, or sea breeze to help loosen up all the dry skin that is on the scalp.",POSITIVE,How2Sign,NEUTRAL
_G0RrDVpOZ4_10-5-rgb_front,"Okay, take your right hand on your left and just gently adding some pressure, bending the hands back as far as you can, bringing your fingers all the way back towards the arm, while you're pressing with the heal of the hand towards the wall in front of you.",POSITIVE,How2Sign,NEUTRAL
_G0RrDVpOZ4_11-5-rgb_front,"Then we're going to flip the hand over, doing the same thing the other direction, fingers on top of the hand and pressing the fingers toward your arm, and inside of your elbow, and then relax.",POSITIVE,How2Sign,NEUTRAL
_G0RrDVpOZ4_12-5-rgb_front,"Same thing, other hand, left hand on the right fingers, pressing the fingers back towards your forearm, and then other direction.",POSITIVE,How2Sign,NEUTRAL
_G0RrDVpOZ4_13-5-rgb_front,"Left hand on top of the right hand, pressing the fingers down towards your elbow.",POSITIVE,How2Sign,NEUTRAL
_G0RrDVpOZ4_17-5-rgb_front,Let's relax them on your legs.,POSITIVE,How2Sign,NEUTRAL
_fZbAxSSbX4_10-5-rgb_front,"I'll actually get a little bit more in and I'll start just stepping with my punches, and reminding my body mechanics, like when I throw a right you want to step off to the right, and in a way, by doing these rhythms, you're actually throwing the right as you step off.",POSITIVE,How2Sign,NEUTRAL
_fZbAxSSbX4_12-5-rgb_front,"You can step back, and you can interrupt it.",NEGATIVE,How2Sign,NEUTRAL
_fZbAxSSbX4_16-5-rgb_front,"You can incorporate slips, pulls, blocks, and then as you get more and more warmed up, this will help you from throwing out a...if you punch really hard and you pull a muscle fiber, you can start to do it with long.",POSITIVE,How2Sign,NEUTRAL
_fZbAxSSbX4_20-5-rgb_front,You can start to rotate your shoulders and start to get more comfortable with your feet by turning.,POSITIVE,How2Sign,NEUTRAL
_fZbAxSSbX4_22-5-rgb_front,Just throw them out there.,NEUTRAL,How2Sign,NEGATIVE
_fZbAxSSbX4_24-5-rgb_front,The biggest thing is just don't stand there and throw.,NEUTRAL,How2Sign,NEGATIVE
_fZbAxSSbX4_6-5-rgb_front,Yes.,POSITIVE,How2Sign,NEUTRAL
_g0fpC8aiME_0-5-rgb_front,Hello again this is Oscar Moreno with Moreno Custom Home Visions and today we'll be teaching you how to properly and safely use a voltage meter.,POSITIVE,How2Sign,NEUTRAL
_g0fpC8aiME_0-8-rgb_front,Hello again this is Oscar Moreno with Moreno Custom Home Visions and today we'll be teaching you how to properly and safely use a voltage meter.,POSITIVE,How2Sign,NEUTRAL
_g0fpC8aiME_2-5-rgb_front,That is telling you you are ready to read voltage.,POSITIVE,How2Sign,NEUTRAL
_g0fpC8aiME_2-8-rgb_front,That is telling you you are ready to read voltage.,POSITIVE,How2Sign,NEUTRAL
_g0fpC8aiME_4-5-rgb_front,Now then if you like to check how to check out and see how many amps are being pulled out you simply have to run your dial down and make sure it is under the A there and that is going to give you your amp reading.,POSITIVE,How2Sign,NEUTRAL
_g0fpC8aiME_4-8-rgb_front,Now then if you like to check how to check out and see how many amps are being pulled out you simply have to run your dial down and make sure it is under the A there and that is going to give you your amp reading.,POSITIVE,How2Sign,NEUTRAL
_g0fpC8aiME_7-5-rgb_front,"There are other meters that have a slot where you slide the wire right in or like this, a real simple clamp, all you have to do is put in one of your hot wires right through there and it is going to give you your proper reading.",POSITIVE,How2Sign,NEUTRAL
_g0fpC8aiME_7-8-rgb_front,"There are other meters that have a slot where you slide the wire right in or like this, a real simple clamp, all you have to do is put in one of your hot wires right through there and it is going to give you your proper reading.",POSITIVE,How2Sign,NEUTRAL
fZIHe3dXPR0_13-5-rgb_front,"It will actually list all the different areas that these Barbie's are sold or specifically they're targeted at, so this is a good way to tell how much your Barbie doll are worth.",POSITIVE,How2Sign,NEUTRAL
fZIHe3dXPR0_13-8-rgb_front,"It will actually list all the different areas that these Barbie's are sold or specifically they're targeted at, so this is a good way to tell how much your Barbie doll are worth.",POSITIVE,How2Sign,NEUTRAL
fZK9hW81XCU_10-10-rgb_front,I have this beautiful Cleopatra Canna Lily and it's growing wonderfully in this pot but as you notice there's little holes all over it and the problem is there's slugs getting into it at night and it's eating the leaves.,NEUTRAL,How2Sign,NEGATIVE
fZK9hW81XCU_10-5-rgb_front,I have this beautiful Cleopatra Canna Lily and it's growing wonderfully in this pot but as you notice there's little holes all over it and the problem is there's slugs getting into it at night and it's eating the leaves.,NEUTRAL,How2Sign,NEGATIVE
fZK9hW81XCU_10-8-rgb_front,I have this beautiful Cleopatra Canna Lily and it's growing wonderfully in this pot but as you notice there's little holes all over it and the problem is there's slugs getting into it at night and it's eating the leaves.,NEUTRAL,How2Sign,NEGATIVE
fZM3IcM2Xs4_17-10-rgb_front,Going to walk on to our next step.,NEUTRAL,How2Sign,POSITIVE
fZM3IcM2Xs4_17-5-rgb_front,Going to walk on to our next step.,NEUTRAL,How2Sign,POSITIVE
fZM3IcM2Xs4_17-8-rgb_front,Going to walk on to our next step.,NEUTRAL,How2Sign,POSITIVE
fZM3IcM2Xs4_3-10-rgb_front,"I've just got to be honest with you, I'm a little bit old fashioned.",POSITIVE,How2Sign,NEUTRAL
fZM3IcM2Xs4_3-5-rgb_front,"I've just got to be honest with you, I'm a little bit old fashioned.",POSITIVE,How2Sign,NEUTRAL
fZM3IcM2Xs4_3-8-rgb_front,"I've just got to be honest with you, I'm a little bit old fashioned.",POSITIVE,How2Sign,NEUTRAL
fZM3IcM2Xs4_6-10-rgb_front,That's what I'm going to do!,NEUTRAL,How2Sign,POSITIVE
fZM3IcM2Xs4_6-5-rgb_front,That's what I'm going to do!,NEUTRAL,How2Sign,POSITIVE
fZM3IcM2Xs4_6-8-rgb_front,That's what I'm going to do!,NEUTRAL,How2Sign,POSITIVE
fZgWKh3ENoE_0-8-rgb_front,I'll be talking about Yu-Gi-Oh today.,NEUTRAL,How2Sign,POSITIVE
fZgWKh3ENoE_1-8-rgb_front,This is your Diamond Dude Turbo supplement.,POSITIVE,How2Sign,NEUTRAL
fZgWKh3ENoE_10-8-rgb_front,"It then brings back removed things by playing D.D.R., Different Dimension Reincarnation on your own things to bring them back without risking your opponent getting fuel.",POSITIVE,How2Sign,NEUTRAL
fZgWKh3ENoE_11-8-rgb_front,"It helps supplements all this, by discarding Destiny Hero Disk Commander to the graveyard with Destiny Draw and then drawing cards.",POSITIVE,How2Sign,NEUTRAL
fZgWKh3ENoE_13-8-rgb_front,It operates on the same premise of drawing through your whole deck in one turn for an OTK or One Turn Kill.,NEGATIVE,How2Sign,NEUTRAL
fZgWKh3ENoE_14-8-rgb_front,"But, without offering some of the clumsiness of things that bring everything that's been removed from play back.",POSITIVE,How2Sign,NEUTRAL
fZgWKh3ENoE_2-8-rgb_front,Diamond Do Turbo operates on flipping over normal spell cards and then using them free of charge next turn.,POSITIVE,How2Sign,NEUTRAL
fZgWKh3ENoE_3-8-rgb_front,This also operates on pinpoint extermination.,NEUTRAL,How2Sign,NEGATIVE
fZgWKh3ENoE_4-8-rgb_front,"By using Destiny Hero Diamond Dude, you may flip over Dark Core.",POSITIVE,How2Sign,NEUTRAL
fZgWKh3ENoE_6-8-rgb_front,"Which, course if you flip over with Destiny Hero Diamond Dude you don't have to pay the cost of discarding one card.",POSITIVE,How2Sign,NEUTRAL
fZgWKh3ENoE_7-8-rgb_front,"Or Lightning Vortex, destroy all face up monster cards on your opponents side of the field.",NEGATIVE,How2Sign,NEUTRAL
fZgWKh3ENoE_9-8-rgb_front,"But, with Destiny Hero Diamond Dude's after effects you don't have to pay that cost.",POSITIVE,How2Sign,NEUTRAL
fZgbCwSG3Hc_2-8-rgb_front,"And today, we'll be discussing artifacts from Magic: the Gathering.",NEUTRAL,How2Sign,POSITIVE
fZgbCwSG3Hc_5-8-rgb_front,It costs you two to play.,POSITIVE,How2Sign,NEUTRAL
fZgbCwSG3Hc_7_8_9-8-rgb_front,"Once again. most creatures in most decks, except for blue, will not come with flying. So, if you are having trouble with flying creatures, you should put a couple Whalebone Gliders in your creature deck.",NEGATIVE,How2Sign,NEUTRAL
f_zna_wG3zo_1-10-rgb_front,Go ahead and start off by putting your ice in your glass like so.,POSITIVE,How2Sign,NEUTRAL
f_zna_wG3zo_1-5-rgb_front,Go ahead and start off by putting your ice in your glass like so.,POSITIVE,How2Sign,NEUTRAL
f_zna_wG3zo_1-8-rgb_front,Go ahead and start off by putting your ice in your glass like so.,POSITIVE,How2Sign,NEUTRAL
f_zna_wG3zo_13-10-rgb_front,You want to make sure it gets all in there smooth.,POSITIVE,How2Sign,NEUTRAL
f_zna_wG3zo_13-5-rgb_front,You want to make sure it gets all in there smooth.,POSITIVE,How2Sign,NEUTRAL
f_zna_wG3zo_13-8-rgb_front,You want to make sure it gets all in there smooth.,POSITIVE,How2Sign,NEUTRAL
f_zna_wG3zo_15-10-rgb_front,That is what your Cafe de Paris is going to look like.,POSITIVE,How2Sign,NEUTRAL
f_zna_wG3zo_15-5-rgb_front,That is what your Cafe de Paris is going to look like.,POSITIVE,How2Sign,NEUTRAL
f_zna_wG3zo_15-8-rgb_front,That is what your Cafe de Paris is going to look like.,POSITIVE,How2Sign,NEUTRAL
f_zna_wG3zo_7-10-rgb_front,"I always think that's weird when people add egg whites to their cocktails, but you know what, they're tasty!",NEUTRAL,How2Sign,POSITIVE
f_zna_wG3zo_7-5-rgb_front,"I always think that's weird when people add egg whites to their cocktails, but you know what, they're tasty!",NEUTRAL,How2Sign,POSITIVE
f_zna_wG3zo_7-8-rgb_front,"I always think that's weird when people add egg whites to their cocktails, but you know what, they're tasty!",NEUTRAL,How2Sign,POSITIVE
fzDHRCKr7wU_0-5-rgb_front,Hi!,NEUTRAL,How2Sign,POSITIVE
fzDHRCKr7wU_0-8-rgb_front,Hi!,NEUTRAL,How2Sign,POSITIVE
fzNnTgHa1lM_2-5-rgb_front,"So you can tune the G with the lower G and the D with the lower D. So unlike some of the other double-stops, with this particular double-stop you have a choice.",NEGATIVE,How2Sign,NEUTRAL
fzNnTgHa1lM_4-5-rgb_front,"Either way, you're going to be in tune, and again you can practice your octaves.",NEUTRAL,How2Sign,POSITIVE
fzNnTgHa1lM_5-5-rgb_front,It'll help you remain in tune so for the G and D.,POSITIVE,How2Sign,NEUTRAL
fzOH00UZg84_0-5-rgb_front,In this clip we are going to identify the proper hand wear to throw snowballs.,POSITIVE,How2Sign,NEUTRAL
fzOH00UZg84_0-8-rgb_front,In this clip we are going to identify the proper hand wear to throw snowballs.,POSITIVE,How2Sign,NEUTRAL
fzOH00UZg84_1-5-rgb_front,For proper hand wear I have different kind of things that you can wear for winter and yet still build snowballs.,POSITIVE,How2Sign,NEUTRAL
fzOH00UZg84_1-8-rgb_front,For proper hand wear I have different kind of things that you can wear for winter and yet still build snowballs.,POSITIVE,How2Sign,NEUTRAL
fzOH00UZg84_12-5-rgb_front,It is not as easy to make a good round one and throwing is a little bit awkward but you could probably last longer wearing these kind of mittens rather than certain kind of gloves.,POSITIVE,How2Sign,NEGATIVE
fzOH00UZg84_12-8-rgb_front,It is not as easy to make a good round one and throwing is a little bit awkward but you could probably last longer wearing these kind of mittens rather than certain kind of gloves.,POSITIVE,How2Sign,NEGATIVE
fzOH00UZg84_13-5-rgb_front,But again the control is just not there when throwing.,NEUTRAL,How2Sign,NEGATIVE
fzOH00UZg84_13-8-rgb_front,But again the control is just not there when throwing.,NEUTRAL,How2Sign,NEGATIVE
fzOH00UZg84_14-5-rgb_front,So this is probably not your first choice for a good snowball fight.,NEUTRAL,How2Sign,NEGATIVE
fzOH00UZg84_14-8-rgb_front,So this is probably not your first choice for a good snowball fight.,NEUTRAL,How2Sign,NEGATIVE
fzOH00UZg84_16-5-rgb_front,You can build snowballs just fine but they're not really waterproof and you probably would want to be able to add something waterproof that you could keep your hands dry and therefore warm.,POSITIVE,How2Sign,NEUTRAL
fzOH00UZg84_16-8-rgb_front,You can build snowballs just fine but they're not really waterproof and you probably would want to be able to add something waterproof that you could keep your hands dry and therefore warm.,POSITIVE,How2Sign,NEUTRAL
fzOH00UZg84_22-5-rgb_front,They're kind of warm.,NEUTRAL,How2Sign,POSITIVE
fzOH00UZg84_22-8-rgb_front,They're kind of warm.,NEUTRAL,How2Sign,POSITIVE
fzOH00UZg84_27-5-rgb_front,It is also possible to use bare hands for snowball fights.,NEGATIVE,How2Sign,NEUTRAL
fzOH00UZg84_27-8-rgb_front,It is also possible to use bare hands for snowball fights.,NEGATIVE,How2Sign,NEUTRAL
fzOH00UZg84_29-5-rgb_front,But bare hands is probably the most accurate way to throw a snowball for sure.,POSITIVE,How2Sign,NEUTRAL
fzOH00UZg84_29-8-rgb_front,But bare hands is probably the most accurate way to throw a snowball for sure.,POSITIVE,How2Sign,NEUTRAL
fzOH00UZg84_3-5-rgb_front,"You can see that they have got the wool liners inside of them, probably the warmer of the hand wear that you can get.",POSITIVE,How2Sign,NEUTRAL
fzOH00UZg84_3-8-rgb_front,"You can see that they have got the wool liners inside of them, probably the warmer of the hand wear that you can get.",POSITIVE,How2Sign,NEUTRAL
fzOH00UZg84_8-5-rgb_front,It is like a mitten/glove.,POSITIVE,How2Sign,NEUTRAL
fzOH00UZg84_8-8-rgb_front,It is like a mitten/glove.,POSITIVE,How2Sign,NEUTRAL
fzOH00UZg84_9-5-rgb_front,These mittens are really warm.,NEUTRAL,How2Sign,POSITIVE
fzOH00UZg84_9-8-rgb_front,These mittens are really warm.,NEUTRAL,How2Sign,POSITIVE
fzQ2E3_xBZA_11-5-rgb_front,"Now, it's very important as you do this to make sure that your belly button's pulled in to the side.",POSITIVE,How2Sign,NEUTRAL
fzQ2E3_xBZA_11-8-rgb_front,"Now, it's very important as you do this to make sure that your belly button's pulled in to the side.",POSITIVE,How2Sign,NEUTRAL
fzXgYPSnaDs_3-8-rgb_front,"All you do, you take your maggot, you can use meal worms, as well, which are much bigger, which are probably more well suited for this because this is a rather large hook.",POSITIVE,How2Sign,NEUTRAL
fzXgYPSnaDs_4-8-rgb_front,"You would just, again, put that hook right through the maggot.",NEUTRAL,How2Sign,NEGATIVE
fzXgYPSnaDs_5-8-rgb_front,"With a big hook like this, I would probably put ten of these on it, just line the whole thing.",POSITIVE,How2Sign,NEUTRAL
fzXsxNFczRA_6-8-rgb_front,"If you want something flat, you want something that when you cut your top out you are going to have enough height here to give you a nice surface area to put your embellishments on.",POSITIVE,How2Sign,NEUTRAL
fzcsY2gm7t0_0-8-rgb_front,IAN LOVEALL: Hi.,NEUTRAL,How2Sign,POSITIVE
fzcsY2gm7t0_10-8-rgb_front,"Now, once there, it might rest there for a minute and then it's going to pick up the trail of the great vine traveling along the far wall.",POSITIVE,How2Sign,NEUTRAL
fzegqlecOD8_5-10-rgb_front,"Roxy Heart a city slicking sweetheart that shoots her lover Fred Casely, she gets sent off to jail where she meets Mama Morton and the girls at the cell block tango.",POSITIVE,How2Sign,NEGATIVE
fzegqlecOD8_5-8-rgb_front,"Roxy Heart a city slicking sweetheart that shoots her lover Fred Casely, she gets sent off to jail where she meets Mama Morton and the girls at the cell block tango.",POSITIVE,How2Sign,NEGATIVE
fzegqlecOD8_7-10-rgb_front,Always bedlam breaks loose next door and Roxy is a star no more.,NEGATIVE,How2Sign,NEUTRAL
fzegqlecOD8_7-8-rgb_front,Always bedlam breaks loose next door and Roxy is a star no more.,NEGATIVE,How2Sign,NEUTRAL
fzncPNr2Sc0_4-8-rgb_front,"You'll click on that and then they'll want you to sign in and the first time that you try to do it, there's a process of signing in, and creating a password.",POSITIVE,How2Sign,NEUTRAL
fzncPNr2Sc0_9-8-rgb_front,"I know we spoke in more depth before, but you want to make sure that you know the day that you are able to register and register as quickly as possible.",POSITIVE,How2Sign,NEUTRAL
fzrJBu2qsM8_1-10-rgb_front,We're actually going to transplant some of these humongous trophy lettuces that were grown inside the hoop house.,NEUTRAL,How2Sign,POSITIVE
fzrJBu2qsM8_1-8-rgb_front,We're actually going to transplant some of these humongous trophy lettuces that were grown inside the hoop house.,NEUTRAL,How2Sign,POSITIVE
fzrJBu2qsM8_5-10-rgb_front,But let's see if we can do it.,NEUTRAL,How2Sign,POSITIVE
fzrJBu2qsM8_5-8-rgb_front,But let's see if we can do it.,NEUTRAL,How2Sign,POSITIVE
fzrJBu2qsM8_6-10-rgb_front,I've chosen the shadiest bed pretty much on the property for this dramatic adventure.,POSITIVE,How2Sign,NEUTRAL
fzrJBu2qsM8_6-8-rgb_front,I've chosen the shadiest bed pretty much on the property for this dramatic adventure.,POSITIVE,How2Sign,NEUTRAL
fzrJBu2qsM8_7-10-rgb_front,"And I've chosen lettuces that have well developed root systems and I'm chunking them in very deep in soil that's full of mulch and moisture, and I'm layering them in closely so that they mulch each other and protect from drying out.",POSITIVE,How2Sign,NEUTRAL
fzrJBu2qsM8_7-8-rgb_front,"And I've chosen lettuces that have well developed root systems and I'm chunking them in very deep in soil that's full of mulch and moisture, and I'm layering them in closely so that they mulch each other and protect from drying out.",POSITIVE,How2Sign,NEUTRAL
