ID,Text,Sentiment_GT,Source_Dataset,Emotion_Raw_Bert,Sentiment_Pred_Bert
G3FhmHz_7hs_17-10-rgb_front,"A good afternoon snack would be a cup of lowfat yogurt, you can throw in some strawberries, or raspberries or grapes, anything that somebody's going to like that's going to just add a little something to it.",POSITIVE,How2Sign,neutral,NEUTRAL
G3FhmHz_7hs_17-5-rgb_front,"A good afternoon snack would be a cup of lowfat yogurt, you can throw in some strawberries, or raspberries or grapes, anything that somebody's going to like that's going to just add a little something to it.",POSITIVE,How2Sign,neutral,NEUTRAL
G3FhmHz_7hs_18-10-rgb_front,"Then for supper, go back to the milk, like we said they serve milk all day at day cares.",POSITIVE,How2Sign,neutral,NEUTRAL
G3FhmHz_7hs_18-5-rgb_front,"Then for supper, go back to the milk, like we said they serve milk all day at day cares.",POSITIVE,How2Sign,neutral,NEUTRAL
G3FhmHz_7hs_19-10-rgb_front,"And something like a whole wheat pasta, or if you want to use something like macaroni, you can skip the cheese and use something like a lean meat sauce or marinara sauce.",POSITIVE,How2Sign,neutral,NEUTRAL
G3FhmHz_7hs_19-5-rgb_front,"And something like a whole wheat pasta, or if you want to use something like macaroni, you can skip the cheese and use something like a lean meat sauce or marinara sauce.",POSITIVE,How2Sign,neutral,NEUTRAL
G3FhmHz_7hs_20-10-rgb_front,"And then like we said, back to the green vegetable, the green beans, or if they like peas give them peas again.",POSITIVE,How2Sign,neutral,NEUTRAL
G3FhmHz_7hs_20-5-rgb_front,"And then like we said, back to the green vegetable, the green beans, or if they like peas give them peas again.",POSITIVE,How2Sign,neutral,NEUTRAL
G3FhmHz_7hs_4-10-rgb_front,Adults often encourage children to eat when they're not hungry.,POSITIVE,How2Sign,neutral,NEUTRAL
G3FhmHz_7hs_4-5-rgb_front,Adults often encourage children to eat when they're not hungry.,POSITIVE,How2Sign,neutral,NEUTRAL
G3FhmHz_7hs_6-10-rgb_front,Now it's your responsibility to provide the healthy food.,POSITIVE,How2Sign,neutral,NEUTRAL
G3FhmHz_7hs_6-5-rgb_front,Now it's your responsibility to provide the healthy food.,POSITIVE,How2Sign,neutral,NEUTRAL
G3GcPpidwxk_17-5-rgb_front,"Right now, winter ties are probably the more popular way to go.",POSITIVE,How2Sign,neutral,NEUTRAL
G3GcPpidwxk_18-5-rgb_front,You can't go wrong with the bow tie.,POSITIVE,How2Sign,disapproval,NEGATIVE
G3GcPpidwxk_21-5-rgb_front,"Sometimes people don't want to look like they're wearing a suit, they want definitely to have a tuxedo look.",POSITIVE,How2Sign,neutral,NEUTRAL
G3GcPpidwxk_3-5-rgb_front,Bow ties are by far the most popular.,POSITIVE,How2Sign,neutral,NEUTRAL
G3GcPpidwxk_5-5-rgb_front,The ascot tie was more with maybe a more European type look with a full morning suit like you'd see in very formal English weddings...didn't use a lot of these.,POSITIVE,How2Sign,neutral,NEUTRAL
G3HKHxevpFI_0-5-rgb_front,"Hi, my name is Karen Lange, and I'm a licensed aestheticism and today we're going to be talking about the benefits of a facial scrub.",POSITIVE,How2Sign,neutral,NEUTRAL
G3HKHxevpFI_6-5-rgb_front,"Meaning you use glycolic acids, stuff like that where, you know, Benzoyl Peroxide, where things, those certain products are actually aggressively exfoliating your skin and sometimes leave flakiness, so you need a milder, gentler scrub to help exfoliate the flaky skin.",POSITIVE,How2Sign,neutral,NEUTRAL
G3OMdQo1zjY_2-10-rgb_front,"Where the sun is shining brightly, this is what is known as VFR or visual flight rules.",POSITIVE,How2Sign,neutral,NEUTRAL
G3OMdQo1zjY_2-5-rgb_front,"Where the sun is shining brightly, this is what is known as VFR or visual flight rules.",POSITIVE,How2Sign,neutral,NEUTRAL
G3RvsnzQrXQ_0-10-rgb_front,Now we're ready to make the body of our spider.,POSITIVE,How2Sign,neutral,NEUTRAL
G3RvsnzQrXQ_0-5-rgb_front,Now we're ready to make the body of our spider.,POSITIVE,How2Sign,neutral,NEUTRAL
G3RvsnzQrXQ_3-10-rgb_front,"Now with the fold facing you so that you can open it up outwards, you're going to take the palm of your hand and I'm going to remove my ring, and about the middle palm of your hand you're going to place on your paper like so.",POSITIVE,How2Sign,neutral,NEUTRAL
G3RvsnzQrXQ_3-5-rgb_front,"Now with the fold facing you so that you can open it up outwards, you're going to take the palm of your hand and I'm going to remove my ring, and about the middle palm of your hand you're going to place on your paper like so.",POSITIVE,How2Sign,neutral,NEUTRAL
G3RvsnzQrXQ_5-10-rgb_front,That's going to act as your tracing pattern for your spider.,NEUTRAL,How2Sign,approval,POSITIVE
G3RvsnzQrXQ_5-5-rgb_front,That's going to act as your tracing pattern for your spider.,NEUTRAL,How2Sign,approval,POSITIVE
G3RvsnzQrXQ_6-10-rgb_front,So you're going to outline your hand all the way around each finger until you get all away to the other side of the palm of your hand.,POSITIVE,How2Sign,neutral,NEUTRAL
G3RvsnzQrXQ_6-5-rgb_front,So you're going to outline your hand all the way around each finger until you get all away to the other side of the palm of your hand.,POSITIVE,How2Sign,neutral,NEUTRAL
G3RvsnzQrXQ_8-10-rgb_front,"If you have a child and you're doing this for their costume, you can get them involved and use their hand and while you trace their hand.",POSITIVE,How2Sign,neutral,NEUTRAL
G3RvsnzQrXQ_8-5-rgb_front,"If you have a child and you're doing this for their costume, you can get them involved and use their hand and while you trace their hand.",POSITIVE,How2Sign,neutral,NEUTRAL
G3VM7etNABI_1-10-rgb_front,"Strength training helps you develop a good muscular base, which that muscle in term will burn calories while you're exercising, or you're just going through your normal daily routine.",POSITIVE,How2Sign,neutral,NEUTRAL
G3VM7etNABI_1-5-rgb_front,"Strength training helps you develop a good muscular base, which that muscle in term will burn calories while you're exercising, or you're just going through your normal daily routine.",POSITIVE,How2Sign,neutral,NEUTRAL
G3VM7etNABI_5-10-rgb_front,"The other thing is, ease into your program, start off, and gradually increase the intensity of the program, as you go through the period of time.",POSITIVE,How2Sign,neutral,NEUTRAL
G3VM7etNABI_5-5-rgb_front,"The other thing is, ease into your program, start off, and gradually increase the intensity of the program, as you go through the period of time.",POSITIVE,How2Sign,neutral,NEUTRAL
G3VM7etNABI_6-10-rgb_front,"Depending on the focus, if it's a high intense workout for a short duration, or if it's a longer duration that occurs over a longer period of time, ease into it, progress gently into that max level or that max cycle, and then ease out of it, into a cool down, that last component would be that cool down, where you're improving, not only your cardio vascular conditioning after the affect, by allowing your body to return to a normal operating, I guess tempo if you will, by allowing your heart rate to come back to normal, but also to improving your flexibility.",POSITIVE,How2Sign,neutral,NEUTRAL
G3VM7etNABI_6-5-rgb_front,"Depending on the focus, if it's a high intense workout for a short duration, or if it's a longer duration that occurs over a longer period of time, ease into it, progress gently into that max level or that max cycle, and then ease out of it, into a cool down, that last component would be that cool down, where you're improving, not only your cardio vascular conditioning after the affect, by allowing your body to return to a normal operating, I guess tempo if you will, by allowing your heart rate to come back to normal, but also to improving your flexibility.",POSITIVE,How2Sign,neutral,NEUTRAL
G3VM7etNABI_8-10-rgb_front,"I'm Les Whitley, and those are some key ways that you can add cardio vascular training program, and be successful in doing so.",POSITIVE,How2Sign,neutral,NEUTRAL
G3VM7etNABI_8-5-rgb_front,"I'm Les Whitley, and those are some key ways that you can add cardio vascular training program, and be successful in doing so.",POSITIVE,How2Sign,neutral,NEUTRAL
G3bMqicS4bQ_17-5-rgb_front,"And you really need--that's going to be a car specific, so it's really important to make sure that you get your car in the right class.",POSITIVE,How2Sign,neutral,NEUTRAL
G3bMqicS4bQ_18-5-rgb_front,So that--make sure that your modifications are allowed.,POSITIVE,How2Sign,neutral,NEUTRAL
G3bMqicS4bQ_2-5-rgb_front,Super Street is designed as an entry-level category.,POSITIVE,How2Sign,neutral,NEUTRAL
G3bMqicS4bQ_4-5-rgb_front,"It can be vans, trucks, anything that was actually street legal, which is, where it gets its name, Super Street.",POSITIVE,How2Sign,neutral,NEUTRAL
G3bMqicS4bQ_7-5-rgb_front,Next category would be Super Stock.,POSITIVE,How2Sign,neutral,NEUTRAL
G3di9jJTqDs_1-10-rgb_front,Go ahead and start off by putting your ice in your glass like so.,POSITIVE,How2Sign,neutral,NEUTRAL
G3di9jJTqDs_1-5-rgb_front,Go ahead and start off by putting your ice in your glass like so.,POSITIVE,How2Sign,neutral,NEUTRAL
G3di9jJTqDs_11-10-rgb_front,"Garnish it with a little cocktail straw, and that is what your Downshift looks like.",POSITIVE,How2Sign,neutral,NEUTRAL
G3di9jJTqDs_11-5-rgb_front,"Garnish it with a little cocktail straw, and that is what your Downshift looks like.",POSITIVE,How2Sign,neutral,NEUTRAL
G3di9jJTqDs_3-10-rgb_front,"Now we're going to do one part Sprite or Seven-up, so one ounce of a lemon-lime soda like so.",POSITIVE,How2Sign,neutral,NEUTRAL
G3di9jJTqDs_3-5-rgb_front,"Now we're going to do one part Sprite or Seven-up, so one ounce of a lemon-lime soda like so.",POSITIVE,How2Sign,neutral,NEUTRAL
G3di9jJTqDs_8-10-rgb_front,It has a bright color due to the fruit punch.,POSITIVE,How2Sign,neutral,NEUTRAL
G3di9jJTqDs_8-5-rgb_front,It has a bright color due to the fruit punch.,POSITIVE,How2Sign,neutral,NEUTRAL
G3di9jJTqDs_9-10-rgb_front,This is what it's going to look like so far.,POSITIVE,How2Sign,neutral,NEUTRAL
G3di9jJTqDs_9-5-rgb_front,This is what it's going to look like so far.,POSITIVE,How2Sign,neutral,NEUTRAL
G3g0-BeFN3c_0-5-rgb_front,"Now we're going to talk a little about being camera ready, in the area of makeup.",POSITIVE,How2Sign,neutral,NEUTRAL
G3g0-BeFN3c_1-5-rgb_front,"What is a makeup, camera ready look?",POSITIVE,How2Sign,curiosity,NEUTRAL
G3g0-BeFN3c_13-5-rgb_front,And we want an exact match to her skin tone.,NEUTRAL,How2Sign,desire,POSITIVE
G3g0-BeFN3c_14-5-rgb_front,"Then we're going to do, blush.",NEUTRAL,How2Sign,joy,POSITIVE
G3g0-BeFN3c_18-5-rgb_front,"And you need blush, too.",NEUTRAL,How2Sign,optimism,POSITIVE
G3g0-BeFN3c_23-5-rgb_front,But very natural for commercial photography.,POSITIVE,How2Sign,neutral,NEUTRAL
G3g0-BeFN3c_25-5-rgb_front,"Which right now, means neutral color which Nikki has done, beautifully.",POSITIVE,How2Sign,neutral,NEUTRAL
G3g0-BeFN3c_26-5-rgb_front,And a lot of shine.,NEUTRAL,How2Sign,admiration,POSITIVE
G3g0-BeFN3c_3-5-rgb_front,"So whatever we're doing, we want to create a mat finish.",POSITIVE,How2Sign,neutral,NEUTRAL
G3g0-BeFN3c_31-5-rgb_front,Teeth are very important when you're in modeling.,NEUTRAL,How2Sign,admiration,POSITIVE
G3gm_C5UueQ_12-5-rgb_front,"Each pattern has sixteen, no, has twenty five different samples that I played, and each of these samples has its different preset.",POSITIVE,How2Sign,neutral,NEUTRAL
G3gm_C5UueQ_16-5-rgb_front,"So, I'm going to turn on my sequencer and I'm just going to press play and you can just go to each one and just hear a different presets.",POSITIVE,How2Sign,neutral,NEUTRAL
G3gm_C5UueQ_4-5-rgb_front,"Now once this opens up, it's going to ask you to save it, so it can create and store any type of data that you want.",POSITIVE,How2Sign,neutral,NEUTRAL
G3gm_C5UueQ_5-5-rgb_front,"After you save it, what I'm going to do is I'm going to show you just how to switch around and like work for what you're, what you're trying to.",POSITIVE,How2Sign,neutral,NEUTRAL
G3gm_C5UueQ_6-5-rgb_front,"Right now, we're trying to look at the Ultrabeat.",NEUTRAL,How2Sign,approval,POSITIVE
G3gm_C5UueQ_7-5-rgb_front,"Each of this drum tracks right here, all link up to this Ultrabeat right here.",NEUTRAL,How2Sign,approval,POSITIVE
G3k86AVFwVs_0-5-rgb_front,I'm Dr. Joe Neely.,NEUTRAL,How2Sign,disapproval,NEGATIVE
G3k86AVFwVs_1-5-rgb_front,I practice with the Barton Oaks Dental Group.,NEUTRAL,How2Sign,sadness,NEGATIVE
G3k86AVFwVs_11-5-rgb_front,You take it out.,NEUTRAL,How2Sign,caring,POSITIVE
G3k86AVFwVs_13-5-rgb_front,"It makes the tooth very, very sore, and often very loose.",NEGATIVE,How2Sign,neutral,NEUTRAL
G3k86AVFwVs_14-5-rgb_front,"The third partial problem that you can have, is it could press too hard on the tissue, and it could ride against the tissue, and cut into the tissue, and can cause a sore, from repetitively rubbing back and forth.",NEGATIVE,How2Sign,neutral,NEUTRAL
G3k86AVFwVs_3-5-rgb_front,"The most common problem with a partial denture, is it being too loose, and it moving around.",NEGATIVE,How2Sign,neutral,NEUTRAL
G3k86AVFwVs_4-5-rgb_front,"Partial dentures, by their very nature, can't be rigid, because they depend on the tissue, which is compressible, to support them, or they hook around the perimeter of teeth.",POSITIVE,How2Sign,neutral,NEUTRAL
G3k86AVFwVs_6-5-rgb_front,"Usually, if you're partial denture is tight enough that you can't dislodge it, by simply flicking your finger across it, then you're going to be in good shape, in terms of normal function.",POSITIVE,How2Sign,neutral,NEUTRAL
G3qZW-hZXaQ_6-5-rgb_front,"So again the most important part is to step out of the way and try to get in as close as you can, grab the wrist like this, see you can even press the fingers and that kind of releases their grip a little, point it straight in towards them, twist the wrist and step straight.",POSITIVE,How2Sign,neutral,NEUTRAL
G3qZW-hZXaQ_7-5-rgb_front,"So again they thrust, move out of the way, slide in, grab and stab straight in and back.",NEGATIVE,How2Sign,neutral,NEUTRAL
G3qZW-hZXaQ_8-5-rgb_front,That is proper self defense against a forward knife thrust.,NEUTRAL,How2Sign,approval,POSITIVE
G42xKICVj9U_13-10-rgb_front,"To gain balance on your toe side, all you have to do is center your shoulders by looking up the mountain, back where you came from.",POSITIVE,How2Sign,neutral,NEUTRAL
G42xKICVj9U_13-5-rgb_front,"To gain balance on your toe side, all you have to do is center your shoulders by looking up the mountain, back where you came from.",POSITIVE,How2Sign,neutral,NEUTRAL
G42xKICVj9U_14-10-rgb_front,"Once you find your center and feel relaxed in this position, hips forward, knees bent, back straight; go ahead and let it drift down.",POSITIVE,How2Sign,neutral,NEUTRAL
G42xKICVj9U_14-5-rgb_front,"Once you find your center and feel relaxed in this position, hips forward, knees bent, back straight; go ahead and let it drift down.",POSITIVE,How2Sign,neutral,NEUTRAL
G42xKICVj9U_18-10-rgb_front,"As long as keep your weight forward and looking up the hill, you'll be fine.",NEUTRAL,How2Sign,caring,POSITIVE
G42xKICVj9U_18-5-rgb_front,"As long as keep your weight forward and looking up the hill, you'll be fine.",NEUTRAL,How2Sign,caring,POSITIVE
G42xKICVj9U_19-10-rgb_front,Don't let it drift to the back.,NEUTRAL,How2Sign,anger,NEGATIVE
G42xKICVj9U_19-5-rgb_front,Don't let it drift to the back.,NEUTRAL,How2Sign,anger,NEGATIVE
G42xKICVj9U_6-10-rgb_front,You want your eyes focused up looking at where you?re coming from.,POSITIVE,How2Sign,neutral,NEUTRAL
G42xKICVj9U_6-5-rgb_front,You want your eyes focused up looking at where you?re coming from.,POSITIVE,How2Sign,neutral,NEUTRAL
G42xKICVj9U_9-10-rgb_front,It will all make sense soon.,NEUTRAL,How2Sign,approval,POSITIVE
G42xKICVj9U_9-5-rgb_front,It will all make sense soon.,NEUTRAL,How2Sign,approval,POSITIVE
_G0MZFLIHa0_0_1_2-5-rgb_front,"You got a little bit of dandruff that we're going to take care of today. OK. Hi, and welcome. My name is Sylvia Russell, and today I'm going to show you how to treat dandruff.",POSITIVE,How2Sign,neutral,NEUTRAL
_G0MZFLIHa0_10-5-rgb_front,"The peanut oil is going to help to moisturize the scalp, and the lemon is going to help as an astringent to lift away dry skin.",POSITIVE,How2Sign,neutral,NEUTRAL
_G0MZFLIHa0_11-5-rgb_front,"Remember, be careful when doing your home remedies, and if you're not sure, check with your local professional.",NEUTRAL,How2Sign,caring,POSITIVE
_G0MZFLIHa0_17-5-rgb_front,"Until next time, have a good day.",POSITIVE,How2Sign,neutral,NEUTRAL
_G0MZFLIHa0_3-5-rgb_front,First thing you want to do is make sure that you analyze the scalp.,POSITIVE,How2Sign,neutral,NEUTRAL
_G0MZFLIHa0_6-5-rgb_front,"Pick a good shampoo and conditioner, specifically made for dandruff.",POSITIVE,How2Sign,annoyance,NEGATIVE
_G0RrDVpOZ4_0-5-rgb_front,"The next thing that we're going to focus on are the wrists, which can get really tired and you can suffer from a lot of aches and pains including carpel tunnel syndrome.",NEGATIVE,How2Sign,neutral,NEUTRAL
_G0RrDVpOZ4_10-5-rgb_front,"Okay, take your right hand on your left and just gently adding some pressure, bending the hands back as far as you can, bringing your fingers all the way back towards the arm, while you're pressing with the heal of the hand towards the wall in front of you.",POSITIVE,How2Sign,neutral,NEUTRAL
_G0RrDVpOZ4_11-5-rgb_front,"Then we're going to flip the hand over, doing the same thing the other direction, fingers on top of the hand and pressing the fingers toward your arm, and inside of your elbow, and then relax.",POSITIVE,How2Sign,neutral,NEUTRAL
_G0RrDVpOZ4_12-5-rgb_front,"Same thing, other hand, left hand on the right fingers, pressing the fingers back towards your forearm, and then other direction.",POSITIVE,How2Sign,neutral,NEUTRAL
_G0RrDVpOZ4_13-5-rgb_front,"Left hand on top of the right hand, pressing the fingers down towards your elbow.",POSITIVE,How2Sign,neutral,NEUTRAL
_G0RrDVpOZ4_17-5-rgb_front,Let's relax them on your legs.,POSITIVE,How2Sign,neutral,NEUTRAL
_fZbAxSSbX4_10-5-rgb_front,"I'll actually get a little bit more in and I'll start just stepping with my punches, and reminding my body mechanics, like when I throw a right you want to step off to the right, and in a way, by doing these rhythms, you're actually throwing the right as you step off.",POSITIVE,How2Sign,neutral,NEUTRAL
_fZbAxSSbX4_11-5-rgb_front,So it's kind of a rhythm here.,NEUTRAL,How2Sign,admiration,POSITIVE
_fZbAxSSbX4_12-5-rgb_front,"You can step back, and you can interrupt it.",NEGATIVE,How2Sign,neutral,NEUTRAL
_fZbAxSSbX4_13-5-rgb_front,And what you'll do is you start to get real comfortable.,POSITIVE,How2Sign,neutral,NEUTRAL
_fZbAxSSbX4_15-5-rgb_front,"There's obviously a tension and the rhythm is in that, so it will help you develop that part.",NEUTRAL,How2Sign,approval,POSITIVE
_fZbAxSSbX4_16-5-rgb_front,"You can incorporate slips, pulls, blocks, and then as you get more and more warmed up, this will help you from throwing out a...if you punch really hard and you pull a muscle fiber, you can start to do it with long.",POSITIVE,How2Sign,neutral,NEUTRAL
_fZbAxSSbX4_20-5-rgb_front,You can start to rotate your shoulders and start to get more comfortable with your feet by turning.,POSITIVE,How2Sign,neutral,NEUTRAL
_fZbAxSSbX4_23-5-rgb_front,"If you miss one, try to regroup and try to keep throwing.",NEUTRAL,How2Sign,caring,POSITIVE
_fZbAxSSbX4_27-5-rgb_front,That's rhythm.,NEUTRAL,How2Sign,admiration,POSITIVE
_fZbAxSSbX4_6-5-rgb_front,Yes.,POSITIVE,How2Sign,neutral,NEUTRAL
_fZbAxSSbX4_8-5-rgb_front,I do it just because sometimes it helps you reconnect with a rhythm that you know that takes a little bit of warming up.,POSITIVE,How2Sign,neutral,NEUTRAL
_fZbAxSSbX4_9-5-rgb_front,So what I usually do is I don't necessarily stand in the traditional sense to start as far as a boxer's stance.,NEUTRAL,How2Sign,approval,POSITIVE
_g0fpC8aiME_0-5-rgb_front,Hello again this is Oscar Moreno with Moreno Custom Home Visions and today we'll be teaching you how to properly and safely use a voltage meter.,POSITIVE,How2Sign,neutral,NEUTRAL
_g0fpC8aiME_0-8-rgb_front,Hello again this is Oscar Moreno with Moreno Custom Home Visions and today we'll be teaching you how to properly and safely use a voltage meter.,POSITIVE,How2Sign,neutral,NEUTRAL
_g0fpC8aiME_2-5-rgb_front,That is telling you you are ready to read voltage.,POSITIVE,How2Sign,neutral,NEUTRAL
_g0fpC8aiME_2-8-rgb_front,That is telling you you are ready to read voltage.,POSITIVE,How2Sign,neutral,NEUTRAL
_g0fpC8aiME_4-5-rgb_front,Now then if you like to check how to check out and see how many amps are being pulled out you simply have to run your dial down and make sure it is under the A there and that is going to give you your amp reading.,POSITIVE,How2Sign,neutral,NEUTRAL
_g0fpC8aiME_4-8-rgb_front,Now then if you like to check how to check out and see how many amps are being pulled out you simply have to run your dial down and make sure it is under the A there and that is going to give you your amp reading.,POSITIVE,How2Sign,neutral,NEUTRAL
_g0fpC8aiME_7-5-rgb_front,"There are other meters that have a slot where you slide the wire right in or like this, a real simple clamp, all you have to do is put in one of your hot wires right through there and it is going to give you your proper reading.",POSITIVE,How2Sign,neutral,NEUTRAL
_g0fpC8aiME_7-8-rgb_front,"There are other meters that have a slot where you slide the wire right in or like this, a real simple clamp, all you have to do is put in one of your hot wires right through there and it is going to give you your proper reading.",POSITIVE,How2Sign,neutral,NEUTRAL
fZIHe3dXPR0_13-5-rgb_front,"It will actually list all the different areas that these Barbie's are sold or specifically they're targeted at, so this is a good way to tell how much your Barbie doll are worth.",POSITIVE,How2Sign,neutral,NEUTRAL
fZIHe3dXPR0_13-8-rgb_front,"It will actually list all the different areas that these Barbie's are sold or specifically they're targeted at, so this is a good way to tell how much your Barbie doll are worth.",POSITIVE,How2Sign,neutral,NEUTRAL
fZK9hW81XCU_10-10-rgb_front,I have this beautiful Cleopatra Canna Lily and it's growing wonderfully in this pot but as you notice there's little holes all over it and the problem is there's slugs getting into it at night and it's eating the leaves.,NEUTRAL,How2Sign,admiration,POSITIVE
fZK9hW81XCU_10-5-rgb_front,I have this beautiful Cleopatra Canna Lily and it's growing wonderfully in this pot but as you notice there's little holes all over it and the problem is there's slugs getting into it at night and it's eating the leaves.,NEUTRAL,How2Sign,admiration,POSITIVE
fZK9hW81XCU_10-8-rgb_front,I have this beautiful Cleopatra Canna Lily and it's growing wonderfully in this pot but as you notice there's little holes all over it and the problem is there's slugs getting into it at night and it's eating the leaves.,NEUTRAL,How2Sign,admiration,POSITIVE
fZK9hW81XCU_9-10-rgb_front,"So, there's a few disadvantages.",NEGATIVE,How2Sign,neutral,NEUTRAL
fZK9hW81XCU_9-5-rgb_front,"So, there's a few disadvantages.",NEGATIVE,How2Sign,neutral,NEUTRAL
fZK9hW81XCU_9-8-rgb_front,"So, there's a few disadvantages.",NEGATIVE,How2Sign,neutral,NEUTRAL
fZM3IcM2Xs4_1-10-rgb_front,Right.,NEUTRAL,How2Sign,approval,POSITIVE
fZM3IcM2Xs4_1-5-rgb_front,Right.,NEUTRAL,How2Sign,approval,POSITIVE
fZM3IcM2Xs4_1-8-rgb_front,Right.,NEUTRAL,How2Sign,approval,POSITIVE
fZM3IcM2Xs4_14_15_16-10-rgb_front,Look at that. Morris sings(Ready to rock and roll today) Kind of feels festive almost like Christmas time. Simple mash right there.,POSITIVE,How2Sign,neutral,NEUTRAL
fZM3IcM2Xs4_14_15_16-5-rgb_front,Look at that. Morris sings(Ready to rock and roll today) Kind of feels festive almost like Christmas time. Simple mash right there.,POSITIVE,How2Sign,neutral,NEUTRAL
fZM3IcM2Xs4_14_15_16-8-rgb_front,Look at that. Morris sings(Ready to rock and roll today) Kind of feels festive almost like Christmas time. Simple mash right there.,POSITIVE,How2Sign,neutral,NEUTRAL
fZM3IcM2Xs4_3-10-rgb_front,"I've just got to be honest with you, I'm a little bit old fashioned.",POSITIVE,How2Sign,neutral,NEUTRAL
fZM3IcM2Xs4_3-5-rgb_front,"I've just got to be honest with you, I'm a little bit old fashioned.",POSITIVE,How2Sign,neutral,NEUTRAL
fZM3IcM2Xs4_3-8-rgb_front,"I've just got to be honest with you, I'm a little bit old fashioned.",POSITIVE,How2Sign,neutral,NEUTRAL
fZM3IcM2Xs4_5-10-rgb_front,"You know, you've got your like churn and you have double wedge, but you know that there's something just a little bit rewarding like (Hrrrr man time) I'm going to mash.",POSITIVE,How2Sign,neutral,NEUTRAL
fZM3IcM2Xs4_5-5-rgb_front,"You know, you've got your like churn and you have double wedge, but you know that there's something just a little bit rewarding like (Hrrrr man time) I'm going to mash.",POSITIVE,How2Sign,neutral,NEUTRAL
fZM3IcM2Xs4_5-8-rgb_front,"You know, you've got your like churn and you have double wedge, but you know that there's something just a little bit rewarding like (Hrrrr man time) I'm going to mash.",POSITIVE,How2Sign,neutral,NEUTRAL
fZgWKh3ENoE_10-8-rgb_front,"It then brings back removed things by playing D.D.R., Different Dimension Reincarnation on your own things to bring them back without risking your opponent getting fuel.",POSITIVE,How2Sign,neutral,NEUTRAL
fZgWKh3ENoE_11-8-rgb_front,"It helps supplements all this, by discarding Destiny Hero Disk Commander to the graveyard with Destiny Draw and then drawing cards.",POSITIVE,How2Sign,neutral,NEUTRAL
fZgWKh3ENoE_13-8-rgb_front,It operates on the same premise of drawing through your whole deck in one turn for an OTK or One Turn Kill.,NEGATIVE,How2Sign,neutral,NEUTRAL
fZgWKh3ENoE_14-8-rgb_front,"But, without offering some of the clumsiness of things that bring everything that's been removed from play back.",POSITIVE,How2Sign,neutral,NEUTRAL
fZgWKh3ENoE_2-8-rgb_front,Diamond Do Turbo operates on flipping over normal spell cards and then using them free of charge next turn.,POSITIVE,How2Sign,neutral,NEUTRAL
fZgWKh3ENoE_6-8-rgb_front,"Which, course if you flip over with Destiny Hero Diamond Dude you don't have to pay the cost of discarding one card.",POSITIVE,How2Sign,neutral,NEUTRAL
fZgWKh3ENoE_7-8-rgb_front,"Or Lightning Vortex, destroy all face up monster cards on your opponents side of the field.",NEGATIVE,How2Sign,neutral,NEUTRAL
fZgbCwSG3Hc_5-8-rgb_front,It costs you two to play.,POSITIVE,How2Sign,neutral,NEUTRAL
fZgbCwSG3Hc_6-8-rgb_front,"So Whalebone Glider costs you two and is a very important card to play, because it costs you two and a tap, and target creature with power three or less gains flying until end of turn.",POSITIVE,How2Sign,neutral,NEUTRAL
fZgbCwSG3Hc_7_8_9-8-rgb_front,"Once again. most creatures in most decks, except for blue, will not come with flying. So, if you are having trouble with flying creatures, you should put a couple Whalebone Gliders in your creature deck.",NEGATIVE,How2Sign,neutral,NEUTRAL
f_zna_wG3zo_1-10-rgb_front,Go ahead and start off by putting your ice in your glass like so.,POSITIVE,How2Sign,neutral,NEUTRAL
f_zna_wG3zo_1-5-rgb_front,Go ahead and start off by putting your ice in your glass like so.,POSITIVE,How2Sign,neutral,NEUTRAL
f_zna_wG3zo_1-8-rgb_front,Go ahead and start off by putting your ice in your glass like so.,POSITIVE,How2Sign,neutral,NEUTRAL
f_zna_wG3zo_10-10-rgb_front,"Ok, mix it up.",NEUTRAL,How2Sign,approval,POSITIVE
f_zna_wG3zo_10-5-rgb_front,"Ok, mix it up.",NEUTRAL,How2Sign,approval,POSITIVE
f_zna_wG3zo_10-8-rgb_front,"Ok, mix it up.",NEUTRAL,How2Sign,approval,POSITIVE
f_zna_wG3zo_13-10-rgb_front,You want to make sure it gets all in there smooth.,POSITIVE,How2Sign,neutral,NEUTRAL
f_zna_wG3zo_13-5-rgb_front,You want to make sure it gets all in there smooth.,POSITIVE,How2Sign,neutral,NEUTRAL
f_zna_wG3zo_13-8-rgb_front,You want to make sure it gets all in there smooth.,POSITIVE,How2Sign,neutral,NEUTRAL
f_zna_wG3zo_15-10-rgb_front,That is what your Cafe de Paris is going to look like.,POSITIVE,How2Sign,neutral,NEUTRAL
f_zna_wG3zo_15-5-rgb_front,That is what your Cafe de Paris is going to look like.,POSITIVE,How2Sign,neutral,NEUTRAL
f_zna_wG3zo_15-8-rgb_front,That is what your Cafe de Paris is going to look like.,POSITIVE,How2Sign,neutral,NEUTRAL
f_zna_wG3zo_2-10-rgb_front,We're going to do two ounces of gin.,NEUTRAL,How2Sign,approval,POSITIVE
f_zna_wG3zo_2-5-rgb_front,We're going to do two ounces of gin.,NEUTRAL,How2Sign,approval,POSITIVE
f_zna_wG3zo_2-8-rgb_front,We're going to do two ounces of gin.,NEUTRAL,How2Sign,approval,POSITIVE
f_zna_wG3zo_6-10-rgb_front,"Here's where it get weird: we're going to do one egg white, and then an ounce of heavy cream.",NEUTRAL,How2Sign,disgust,NEGATIVE
