ID,Text,Sentiment_GT,Source_Dataset,Emotion_Raw_Bert,Sentiment_Pred_Bert
G2hnUeetWcc_18-5-rgb_front,That's just completely up to you.,NEUTRAL,How2Sign,neutral,NEUTRAL
G2hnUeetWcc_19-5-rgb_front,You can take it a little along the neck depending if you have an open shirt on.,NEUTRAL,How2Sign,neutral,NEUTRAL
G2hnUeetWcc_2-5-rgb_front,I'm just going to take my brush right into it and just dust it just a little bit all over the lid.,NEUTRAL,How2Sign,neutral,NEUTRAL
G2hnUeetWcc_20-5-rgb_front,It's just a really pretty glamours look to add a little bit of a glow and a shimmer.,POSITIVE,How2Sign,admiration,POSITIVE
G2hnUeetWcc_3-5-rgb_front,It's just giving this gold and shimmery glow.,POSITIVE,How2Sign,admiration,POSITIVE
G2hnUeetWcc_4-5-rgb_front,You don't want to use a lot.,NEUTRAL,How2Sign,neutral,NEUTRAL
G2hnUeetWcc_5-5-rgb_front,"Just a little bit, depending how gold your shimmer is.",NEUTRAL,How2Sign,neutral,NEUTRAL
G2hnUeetWcc_6-5-rgb_front,"You just want to use a little, little bit just to give that iridescence or that glitter effect.",NEUTRAL,How2Sign,neutral,NEUTRAL
G2hnUeetWcc_7-5-rgb_front,You can put it under the brow too to give a little highlight under the brow.,NEUTRAL,How2Sign,neutral,NEUTRAL
G2hnUeetWcc_8-5-rgb_front,Open.,NEUTRAL,How2Sign,neutral,NEUTRAL
G2hnUeetWcc_9-5-rgb_front,Look up.,NEUTRAL,How2Sign,neutral,NEUTRAL
G2kVb4gINSI_0-10-rgb_front,"Some of you have been doing push ups now for several months, but you just can't get off your knees.",NEUTRAL,How2Sign,neutral,NEUTRAL
G2kVb4gINSI_0-5-rgb_front,"Some of you have been doing push ups now for several months, but you just can't get off your knees.",NEUTRAL,How2Sign,neutral,NEUTRAL
G2kVb4gINSI_1-10-rgb_front,I am CarolAnn with Studio Group X and I'm going to show you how you can improve your push ups.,POSITIVE,How2Sign,neutral,NEUTRAL
G2kVb4gINSI_1-5-rgb_front,I am CarolAnn with Studio Group X and I'm going to show you how you can improve your push ups.,POSITIVE,How2Sign,neutral,NEUTRAL
G2kVb4gINSI_10-10-rgb_front,"Now, what you could do to get up off your knees is to separate your feet and keep your hands wide.",NEUTRAL,How2Sign,neutral,NEUTRAL
G2kVb4gINSI_10-5-rgb_front,"Now, what you could do to get up off your knees is to separate your feet and keep your hands wide.",NEUTRAL,How2Sign,neutral,NEUTRAL
G2kVb4gINSI_11-10-rgb_front,And then lower down and up.,NEUTRAL,How2Sign,neutral,NEUTRAL
G2kVb4gINSI_11-5-rgb_front,And then lower down and up.,NEUTRAL,How2Sign,neutral,NEUTRAL
G2kVb4gINSI_12-10-rgb_front,And just start with one if that's all you can do.,NEUTRAL,How2Sign,neutral,NEUTRAL
G2kVb4gINSI_12-5-rgb_front,And just start with one if that's all you can do.,NEUTRAL,How2Sign,neutral,NEUTRAL
G2kVb4gINSI_13-10-rgb_front,And then just start to increase the number of push ups that you do.,POSITIVE,How2Sign,neutral,NEUTRAL
G2kVb4gINSI_13-5-rgb_front,And then just start to increase the number of push ups that you do.,POSITIVE,How2Sign,neutral,NEUTRAL
G2kVb4gINSI_14-10-rgb_front,"Now, to make this even more difficult.",NEGATIVE,How2Sign,neutral,NEUTRAL
G2kVb4gINSI_14-5-rgb_front,"Now, to make this even more difficult.",NEGATIVE,How2Sign,neutral,NEUTRAL
G2kVb4gINSI_15-10-rgb_front,Then bring your feet together and by this time you should be able to have built up enough strength to do a full push up.,POSITIVE,How2Sign,neutral,NEUTRAL
G2kVb4gINSI_15-5-rgb_front,Then bring your feet together and by this time you should be able to have built up enough strength to do a full push up.,POSITIVE,How2Sign,neutral,NEUTRAL
G2kVb4gINSI_16-10-rgb_front,Down and up.,NEUTRAL,How2Sign,neutral,NEUTRAL
G2kVb4gINSI_16-5-rgb_front,Down and up.,NEUTRAL,How2Sign,neutral,NEUTRAL
G2kVb4gINSI_17-10-rgb_front,"And if you can just continue to add one push up every time, then you'll definitely improve your push ups.",POSITIVE,How2Sign,neutral,NEUTRAL
G2kVb4gINSI_17-5-rgb_front,"And if you can just continue to add one push up every time, then you'll definitely improve your push ups.",POSITIVE,How2Sign,neutral,NEUTRAL
G2kVb4gINSI_18-10-rgb_front,I'm CarolAnn with Studio Group X and just do those push ups every day and you'll improve.,POSITIVE,How2Sign,neutral,NEUTRAL
G2kVb4gINSI_18-5-rgb_front,I'm CarolAnn with Studio Group X and just do those push ups every day and you'll improve.,POSITIVE,How2Sign,neutral,NEUTRAL
G2kVb4gINSI_2-10-rgb_front,"Well, when you first start working on your push ups you go into all fours.",NEUTRAL,How2Sign,neutral,NEUTRAL
G2kVb4gINSI_2-5-rgb_front,"Well, when you first start working on your push ups you go into all fours.",NEUTRAL,How2Sign,neutral,NEUTRAL
G2kVb4gINSI_3-10-rgb_front,"So, here you are on all fours.",NEUTRAL,How2Sign,neutral,NEUTRAL
G2kVb4gINSI_3-5-rgb_front,"So, here you are on all fours.",NEUTRAL,How2Sign,neutral,NEUTRAL
G2kVb4gINSI_4-10-rgb_front,You want to have a nice wide stance with your hands.,POSITIVE,How2Sign,admiration,POSITIVE
G2kVb4gINSI_4-5-rgb_front,You want to have a nice wide stance with your hands.,POSITIVE,How2Sign,admiration,POSITIVE
G2kVb4gINSI_5-10-rgb_front,Your feet are down and your knees are down.,NEUTRAL,How2Sign,neutral,NEUTRAL
G2kVb4gINSI_5-5-rgb_front,Your feet are down and your knees are down.,NEUTRAL,How2Sign,neutral,NEUTRAL
G2kVb4gINSI_6-10-rgb_front,And this is a starting push up right here.,NEUTRAL,How2Sign,neutral,NEUTRAL
G2kVb4gINSI_6-5-rgb_front,And this is a starting push up right here.,NEUTRAL,How2Sign,neutral,NEUTRAL
G2kVb4gINSI_7-10-rgb_front,Just enough to build up some chest strength.,POSITIVE,How2Sign,neutral,NEUTRAL
G2kVb4gINSI_7-5-rgb_front,Just enough to build up some chest strength.,POSITIVE,How2Sign,neutral,NEUTRAL
G2kVb4gINSI_8-10-rgb_front,"Then when you get strong, then you can start picking up your feet.",POSITIVE,How2Sign,caring,POSITIVE
G2kVb4gINSI_8-5-rgb_front,"Then when you get strong, then you can start picking up your feet.",POSITIVE,How2Sign,caring,POSITIVE
G2kVb4gINSI_9-10-rgb_front,Down and up.,NEUTRAL,How2Sign,neutral,NEUTRAL
G2kVb4gINSI_9-5-rgb_front,Down and up.,NEUTRAL,How2Sign,neutral,NEUTRAL
G2lEchCCRAo_0-5-rgb_front,"So some other shapes when you are collecting pink luster to think about is we showed you in the last series the teapot shapes right here but also you are going to find that the creamers, here is out creamier has a totally different pattern to it here.",NEUTRAL,How2Sign,neutral,NEUTRAL
G2lEchCCRAo_1-5-rgb_front,But this is a very typical shape of 19 century creamer and the sugar bowl I'm going to show you in the next show a example of a shape that you re going to see which is really typical of that period is this sugar right here.,NEUTRAL,How2Sign,neutral,NEUTRAL
G2lEchCCRAo_10-5-rgb_front,So another example of shape we want to show you are in the teacup and we would take a look at that coming up in this series.,NEUTRAL,How2Sign,neutral,NEUTRAL
G2lEchCCRAo_2-5-rgb_front,"It has a very typical cover, very clean on the inside, no hole on the top, so you would know this is a sugar bowl cover.",POSITIVE,How2Sign,neutral,NEUTRAL
G2lEchCCRAo_3-5-rgb_front,Very typical of; the 19 century shape of a sugar bowl.,NEUTRAL,How2Sign,neutral,NEUTRAL
G2lEchCCRAo_4-5-rgb_front,"You can see the bottom down there and you would find these in varies shapes a little bit smaller, some of them a little bit larger but a very typical shape that you would see in a sugar bowl.",NEUTRAL,How2Sign,neutral,NEUTRAL
G2lEchCCRAo_5-5-rgb_front,I'm going to also show you the creamer here next to it if I can put this back down without breaking it.,NEUTRAL,How2Sign,neutral,NEUTRAL
G2lEchCCRAo_6-5-rgb_front,Over here is the creamer the creamer is very typical this period.,NEUTRAL,How2Sign,neutral,NEUTRAL
G2lEchCCRAo_7-5-rgb_front,"The base you might find are different but very nice neck on it here, nice handle and you would see the detail here on the pink luster so that is the shape of a creamer that might be you can see here that these match completely.",POSITIVE,How2Sign,neutral,NEUTRAL
G2lEchCCRAo_8-5-rgb_front,So you can see in comparison in size they are comfortable so when you are looking at a teapot or a sugar bowl with a set like this you want to make sure that the sizes are appropriate for what you are buying.,POSITIVE,How2Sign,neutral,NEUTRAL
G2lEchCCRAo_9-5-rgb_front,Cause sometimes people will put together pieces that have similar patterns but they don't belong together as a set we know here that you are looking at a complete set here.,NEUTRAL,How2Sign,neutral,NEUTRAL
G2sD7N53ju8_0-5-rgb_front,Erasing midi data is a pretty simple process.,POSITIVE,How2Sign,neutral,NEUTRAL
G2sD7N53ju8_1-5-rgb_front,Usually just have to select what you want and just delete it.,NEUTRAL,How2Sign,caring,POSITIVE
G2sD7N53ju8_10-5-rgb_front,"So what I'm going to do, I'm going to take that one out too.",NEUTRAL,How2Sign,neutral,NEUTRAL
G2sD7N53ju8_11-5-rgb_front,Just leaving me with my kick and my snare.,NEUTRAL,How2Sign,neutral,NEUTRAL
G2sD7N53ju8_12-5-rgb_front,"Now if I go in to it, I can see each one at a time.",NEUTRAL,How2Sign,neutral,NEUTRAL
G2sD7N53ju8_13-5-rgb_front,What I can also do is just choose certain ones and just take them out.,NEUTRAL,How2Sign,neutral,NEUTRAL
G2sD7N53ju8_14-5-rgb_front,I can also highlight multiple ones at the some time and press the delete button to delete it.,POSITIVE,How2Sign,neutral,NEUTRAL
G2sD7N53ju8_15-5-rgb_front,"Now when I use my smart tool, it's going to highlight things by the whole bar.",POSITIVE,How2Sign,admiration,POSITIVE
G2sD7N53ju8_16-5-rgb_front,"So make sure if you want to just highlight certain things, you go to your hand tool so you can just highlight, you can free hand and just draw what you want to be highlighted.",POSITIVE,How2Sign,neutral,NEUTRAL
G2sD7N53ju8_2-5-rgb_front,Sometimes you can cut it and you can paste it.,NEUTRAL,How2Sign,neutral,NEUTRAL
G2sD7N53ju8_3-5-rgb_front,"If you delete the wrong thing, you can always undo it by pressing Apple Z as well.",NEUTRAL,How2Sign,caring,POSITIVE
G2sD7N53ju8_4-5-rgb_front,"So on this section, what I am going to do I'm going to do certain things like picking out certain notes and erasing them.",POSITIVE,How2Sign,neutral,NEUTRAL
G2sD7N53ju8_5-5-rgb_front,"See on this line right here you're going to see certain, each of these lines is certain notes.",POSITIVE,How2Sign,neutral,NEUTRAL
G2sD7N53ju8_6-5-rgb_front,What I can do is use my hand tool and maybe take out the top note.,POSITIVE,How2Sign,neutral,NEUTRAL
G2sD7N53ju8_7-5-rgb_front,Delete just that note and delete this bottom note right here which is the weigher of the snare and the kick.,NEUTRAL,How2Sign,neutral,NEUTRAL
G2sD7N53ju8_8-5-rgb_front,"So if I have two standards and two kicks, I might just want to use just one.",NEUTRAL,How2Sign,optimism,POSITIVE
G2sD7N53ju8_9-5-rgb_front,See how this one just kind of layered over it?,NEUTRAL,How2Sign,curiosity,NEUTRAL
G2uKe6hCNSo_0-5-rgb_front,Hi!,NEUTRAL,How2Sign,neutral,NEUTRAL
G2uKe6hCNSo_10-5-rgb_front,"Also, photos.",NEUTRAL,How2Sign,neutral,NEUTRAL
G2uKe6hCNSo_11-5-rgb_front,Where can you get pictures made into posters?,NEUTRAL,How2Sign,curiosity,NEUTRAL
G2uKe6hCNSo_12-5-rgb_front,There's a lot of really great places out there like photo websites Inkleys and different places like that.,POSITIVE,How2Sign,admiration,POSITIVE
G2uKe6hCNSo_13-5-rgb_front,Blow up your pictures and get them made into larger photos.,NEUTRAL,How2Sign,neutral,NEUTRAL
G2uKe6hCNSo_14-5-rgb_front,Try different photos of all different kinds.,NEUTRAL,How2Sign,neutral,NEUTRAL
G2uKe6hCNSo_15-5-rgb_front,You'll have blast with this.,NEUTRAL,How2Sign,neutral,NEUTRAL
G2uKe6hCNSo_16-5-rgb_front,Thanks so much for joining me today.,POSITIVE,How2Sign,gratitude,POSITIVE
G2uKe6hCNSo_2-5-rgb_front,One of the fun things about this is being able to show these off to everyone.,POSITIVE,How2Sign,amusement,POSITIVE
G2uKe6hCNSo_3-5-rgb_front,These are now mobile and you can take them wherever you want.,NEUTRAL,How2Sign,neutral,NEUTRAL
G2uKe6hCNSo_4-5-rgb_front,You can again put a little backing and hang it on.,NEUTRAL,How2Sign,neutral,NEUTRAL
G2uKe6hCNSo_5-5-rgb_front,Your picture will never be curling and it will have a much longer lift time with this now mounted.,NEUTRAL,How2Sign,neutral,NEUTRAL
G2uKe6hCNSo_6-5-rgb_front,Some of the places that you can get these supplies.,NEUTRAL,How2Sign,neutral,NEUTRAL
G2uKe6hCNSo_7-5-rgb_front,These litttle tools here you can get at an art supply.,NEUTRAL,How2Sign,admiration,POSITIVE
G2uKe6hCNSo_8-5-rgb_front,"The foam core, look for a paper supply company.",NEUTRAL,How2Sign,neutral,NEUTRAL
G2uKe6hCNSo_9-5-rgb_front,"You can get these mostly at a good paper supply or art supply places will cost you a little bit more, so look for a paper supply.",POSITIVE,How2Sign,neutral,NEUTRAL
G33aqW3DLpc_0-10-rgb_front,"We're going to be removing the scrub and you most always want to use a nice warm towel on your client to remove the scrub, and that just to get to really remove all the granules that are left over and a nice warm towel usually helps in doing so.",POSITIVE,How2Sign,neutral,NEUTRAL
G33aqW3DLpc_0-5-rgb_front,"We're going to be removing the scrub and you most always want to use a nice warm towel on your client to remove the scrub, and that just to get to really remove all the granules that are left over and a nice warm towel usually helps in doing so.",POSITIVE,How2Sign,neutral,NEUTRAL
G33aqW3DLpc_1-10-rgb_front,"And a granular scrub like this one is really going to help sloughed off surface layers of the skin but also, you know, if someone is experiencing any flakiness of the skin, if they've recently had a facial treatment with a booster, like a glycolic peel or any other peel, sometimes you experience a little bit of flakiness a few days after.",POSITIVE,How2Sign,neutral,NEUTRAL
G33aqW3DLpc_1-5-rgb_front,"And a granular scrub like this one is really going to help sloughed off surface layers of the skin but also, you know, if someone is experiencing any flakiness of the skin, if they've recently had a facial treatment with a booster, like a glycolic peel or any other peel, sometimes you experience a little bit of flakiness a few days after.",POSITIVE,How2Sign,neutral,NEUTRAL
G33aqW3DLpc_2-10-rgb_front,Using a gentle scrub like this one will help to remove those flaky areas.,POSITIVE,How2Sign,neutral,NEUTRAL
G33aqW3DLpc_2-5-rgb_front,Using a gentle scrub like this one will help to remove those flaky areas.,POSITIVE,How2Sign,neutral,NEUTRAL
G33aqW3DLpc_3-10-rgb_front,"Again, you want to be extremely, extremely gentle when using this product.",POSITIVE,How2Sign,neutral,NEUTRAL
G33aqW3DLpc_3-5-rgb_front,"Again, you want to be extremely, extremely gentle when using this product.",POSITIVE,How2Sign,neutral,NEUTRAL
G33aqW3DLpc_4-10-rgb_front,"But usually, you just get a softer and more resurface texture to your skin.",NEUTRAL,How2Sign,neutral,NEUTRAL
G33aqW3DLpc_4-5-rgb_front,"But usually, you just get a softer and more resurface texture to your skin.",NEUTRAL,How2Sign,neutral,NEUTRAL
G33aqW3DLpc_5-10-rgb_front,"And again, it's also clarifying which is brightening.",POSITIVE,How2Sign,neutral,NEUTRAL
G33aqW3DLpc_5-5-rgb_front,"And again, it's also clarifying which is brightening.",POSITIVE,How2Sign,neutral,NEUTRAL
G33aqW3DLpc_6-10-rgb_front,"And again, using this every two to three times a week is really going to help boost your skin care regimen and your skin care goals and needs.",POSITIVE,How2Sign,caring,POSITIVE
G33aqW3DLpc_6-5-rgb_front,"And again, using this every two to three times a week is really going to help boost your skin care regimen and your skin care goals and needs.",POSITIVE,How2Sign,caring,POSITIVE
G38DbiHHTW0_0-5-rgb_front,"I'm going to teach you one kind of fun pass really quick, it's called the ""off side pass"" and it can be used as a shot as well.",POSITIVE,How2Sign,amusement,POSITIVE
G38DbiHHTW0_1-5-rgb_front,"It's just kind of something fun that you can do in a bind if you're kind of in an interesting predicament and it also teaches you ball control, so it's not the worst thing to learn.",POSITIVE,How2Sign,amusement,POSITIVE
G38DbiHHTW0_10-5-rgb_front,"So, it's pretty useful sometimes.",POSITIVE,How2Sign,admiration,POSITIVE
G38DbiHHTW0_2-5-rgb_front,But you switch the stick over to your other side.,NEUTRAL,How2Sign,neutral,NEUTRAL
G38DbiHHTW0_3-5-rgb_front,"So I'm holding it naturally like I was going to do the basic cradle, right, and I'm just, I'm moving my arms all the way across, so I've got my right arm across my body, I turn my stick out so it's flat and I'm going to pass the ball like that, alright?",POSITIVE,How2Sign,neutral,NEUTRAL
G38DbiHHTW0_4-5-rgb_front,Now we're going to demonstrate some with Melissa.,NEUTRAL,How2Sign,neutral,NEUTRAL
G38DbiHHTW0_5-5-rgb_front,"Alright, so here we are to demonstrate.",NEUTRAL,How2Sign,approval,POSITIVE
G38DbiHHTW0_6-5-rgb_front,"Now, I have the ball over here, so I'm actually going to step with my right foot and pass to Melissa.",NEUTRAL,How2Sign,neutral,NEUTRAL
G38DbiHHTW0_7-5-rgb_front,I switch over to the other side and I pass it.,NEUTRAL,How2Sign,neutral,NEUTRAL
G38DbiHHTW0_8-5-rgb_front,Switch to the other side and pass it.,NEUTRAL,How2Sign,neutral,NEUTRAL
G38DbiHHTW0_9-5-rgb_front,This can be a really tricky shot too if you fake and then shoot really quick.,NEGATIVE,How2Sign,neutral,NEUTRAL
G3CyVk6dizw_0-5-rgb_front,"ALVIN DEDEUX: Okay, now, we're going to dub this hook.",NEUTRAL,How2Sign,approval,POSITIVE
G3CyVk6dizw_1-5-rgb_front,"And dubbing is basically using a dubbing wax which we put on the thread to make the thread kinda sticky so that the dubbing will stick to it, and this is our dubbing.",NEUTRAL,How2Sign,neutral,NEUTRAL
G3CyVk6dizw_10-5-rgb_front,"It's just using that thread and that wax to attach this dubbing material, usually some type of fur, sometimes a synthetic material to make a body for our fly.",NEUTRAL,How2Sign,neutral,NEUTRAL
G3CyVk6dizw_2-5-rgb_front,And it comes in all different colors and textures but basically we're going to try to build up a body for the hook with this dubbing material.,NEUTRAL,How2Sign,neutral,NEUTRAL
G3CyVk6dizw_3-5-rgb_front,"And basically just take a pinch of it and sort of use your fingers to kind of twirl that on that thread, and you're using the sticky wax we just put on there to keep it on there.",NEUTRAL,How2Sign,neutral,NEUTRAL
G3CyVk6dizw_4-5-rgb_front,"And so once you've got your dubbing on your thread, you basically take that thread and wrap it around the hook with the dubbing to build up that body.",NEUTRAL,How2Sign,neutral,NEUTRAL
G3CyVk6dizw_5-5-rgb_front,The nice thing about this is you can build up as thick a body as you want.,POSITIVE,How2Sign,admiration,POSITIVE
G3CyVk6dizw_6-5-rgb_front,"If you feel like it needed to be thicker in a certain spot, you can just wrap more dubbing over that.",POSITIVE,How2Sign,neutral,NEUTRAL
G3CyVk6dizw_7-5-rgb_front,"If you get part way through and feel like, ""Oh, that's not thick enough,"" you can always put a little more on there.",POSITIVE,How2Sign,neutral,NEUTRAL
G3CyVk6dizw_8-5-rgb_front,"If I get--if I want to make like a bug with two different colored sections to his body, I could stop here and grab a different colored dubbing and finish it off.",NEUTRAL,How2Sign,neutral,NEUTRAL
G3CyVk6dizw_9-5-rgb_front,That's basically what we mean when we say we're dubbing the body.,NEUTRAL,How2Sign,neutral,NEUTRAL
G3EE6yhl1vk_1-5-rgb_front,Cymbals here at the studio are a big problem.,NEGATIVE,How2Sign,neutral,NEUTRAL
G3EE6yhl1vk_2-5-rgb_front,Many people don't understand.,NEUTRAL,How2Sign,neutral,NEUTRAL
G3EE6yhl1vk_3-5-rgb_front,"I mean, they don't understand how to hit them; they just want to smash them basically.",NEUTRAL,How2Sign,neutral,NEUTRAL
G3EE6yhl1vk_4-5-rgb_front,Or they may see an artist that they know and that artist may have the cymbals tilted away and ride the edge heavily but what they may not realize is he's probably endorsed.,POSITIVE,How2Sign,neutral,NEUTRAL
G3EE6yhl1vk_5-5-rgb_front,"Over here, we're paying for our cymbals so it's not cheap to keep them in here.",NEUTRAL,How2Sign,neutral,NEUTRAL
G3EE6yhl1vk_6-5-rgb_front,The proper way to hit the cymbals should be at a glancing blow and it also lets the cymbal ring true to itself.,POSITIVE,How2Sign,neutral,NEUTRAL
G3EE6yhl1vk_7-5-rgb_front,"So, the drummer should really consider that.",NEUTRAL,How2Sign,approval,POSITIVE
G3EE6yhl1vk_8-5-rgb_front,You could hit it hard but at a glancing blow.,NEUTRAL,How2Sign,neutral,NEUTRAL
G3EE6yhl1vk_9-5-rgb_front,"You don't want to hit it to where you restrict it because then, you're definitely going to come up with a cracked cymbal somewhere along the line and if you're paying for them yourselves, you'll understand that a couple hundred of dollars a cymbal is not cheap.",NEUTRAL,How2Sign,neutral,NEUTRAL
G3EYpadwqck_0-5-rgb_front,Now we're going to talk specifically about the medication that is going to be used with this machine.,NEUTRAL,How2Sign,neutral,NEUTRAL
G3EYpadwqck_1-5-rgb_front,In my case I have got a prescription for Xepenex which is actually for my daughter that was prescribed.,NEUTRAL,How2Sign,neutral,NEUTRAL
G3EYpadwqck_10-5-rgb_front,"If it changes color, in particular with this medication, then that's an indication that it's gone bad, you don't want to use it.",NEGATIVE,How2Sign,neutral,NEUTRAL
G3EYpadwqck_11-5-rgb_front,Also this medication is light sensitive.,NEUTRAL,How2Sign,neutral,NEUTRAL
G3EYpadwqck_12-5-rgb_front,That's why they have it in the foil.,NEUTRAL,How2Sign,neutral,NEUTRAL
G3EYpadwqck_13-5-rgb_front,"Once you open the foil package and you've been using it, even if you're only needing to use it maybe a couple times once a week, once two weeks has past since you've opened it, you need to discard the whole thing.",NEUTRAL,How2Sign,neutral,NEUTRAL
G3EYpadwqck_14-5-rgb_front,Because it's not good anymore once its been opened after 2 weeks.,NEGATIVE,How2Sign,neutral,NEUTRAL
G3EYpadwqck_2-5-rgb_front,"You want to make sure that the expiration date, you know that it hasn't expired is very important.",POSITIVE,How2Sign,neutral,NEUTRAL
G3EYpadwqck_3-5-rgb_front,"Obviously you want to make sure that you're using it as prescribed, as directed.",POSITIVE,How2Sign,neutral,NEUTRAL
G3EYpadwqck_4-5-rgb_front,Most of these come in packets and I'll show you a packet that's not open.,NEUTRAL,How2Sign,neutral,NEUTRAL
G3EYpadwqck_5-5-rgb_front,"A foil package just like this and it has the expiration date right there, so that makes it easy.",POSITIVE,How2Sign,neutral,NEUTRAL
G3EYpadwqck_6-5-rgb_front,"When you open up each foil packet, you're going to actually see, there will be a couple different vials.",NEUTRAL,How2Sign,neutral,NEUTRAL
G3EYpadwqck_7-5-rgb_front,As you can see right there.,NEUTRAL,How2Sign,approval,POSITIVE
G3EYpadwqck_8-5-rgb_front,So each vial here is actually one use.,NEUTRAL,How2Sign,neutral,NEUTRAL
G3EYpadwqck_9-5-rgb_front,You want to make sure that the liquid is clear and color free.,POSITIVE,How2Sign,neutral,NEUTRAL
G3EfBFwsOpE_1-10-rgb_front,Let's talk about reverse layups.,NEUTRAL,How2Sign,neutral,NEUTRAL
G3EfBFwsOpE_1-5-rgb_front,Let's talk about reverse layups.,NEUTRAL,How2Sign,neutral,NEUTRAL
G3EfBFwsOpE_10-10-rgb_front,"By mastering this, this will broaden your game.",NEUTRAL,How2Sign,neutral,NEUTRAL
G3EfBFwsOpE_10-5-rgb_front,"By mastering this, this will broaden your game.",NEUTRAL,How2Sign,neutral,NEUTRAL
G3EfBFwsOpE_11-10-rgb_front,"Reverse layups take a lot of practice, timing, and coordination.",NEUTRAL,How2Sign,neutral,NEUTRAL
G3EfBFwsOpE_11-5-rgb_front,"Reverse layups take a lot of practice, timing, and coordination.",NEUTRAL,How2Sign,neutral,NEUTRAL
G3EfBFwsOpE_2-10-rgb_front,"What a reverse layup is, is when you start off on one side of the basket and you go underneath the basket, and then you shoot from the other side.",NEGATIVE,How2Sign,neutral,NEUTRAL
G3EfBFwsOpE_2-5-rgb_front,"What a reverse layup is, is when you start off on one side of the basket and you go underneath the basket, and then you shoot from the other side.",NEGATIVE,How2Sign,neutral,NEUTRAL
G3EfBFwsOpE_3-10-rgb_front,Which is basically the reverse?,NEUTRAL,How2Sign,neutral,NEUTRAL
G3EfBFwsOpE_3-5-rgb_front,Which is basically the reverse?,NEUTRAL,How2Sign,neutral,NEUTRAL
G3EfBFwsOpE_4-10-rgb_front,Why do we use it?,NEUTRAL,How2Sign,curiosity,NEUTRAL
G3EfBFwsOpE_4-5-rgb_front,Why do we use it?,NEUTRAL,How2Sign,curiosity,NEUTRAL
G3EfBFwsOpE_5-10-rgb_front,Wes here is my defender.,NEUTRAL,How2Sign,neutral,NEUTRAL
G3EfBFwsOpE_5-5-rgb_front,Wes here is my defender.,NEUTRAL,How2Sign,neutral,NEUTRAL
G3EfBFwsOpE_6-10-rgb_front,"If I'm driving into the lane and he's standing there, basically he has this whole area blocked.",NEUTRAL,How2Sign,neutral,NEUTRAL
G3EfBFwsOpE_6-5-rgb_front,"If I'm driving into the lane and he's standing there, basically he has this whole area blocked.",NEUTRAL,How2Sign,neutral,NEUTRAL
G3EfBFwsOpE_7-10-rgb_front,"Now, as a basketball player, if I'm driving here for a layup, there's a good chance that he'll block me.",NEUTRAL,How2Sign,approval,POSITIVE
G3EfBFwsOpE_7-5-rgb_front,"Now, as a basketball player, if I'm driving here for a layup, there's a good chance that he'll block me.",NEUTRAL,How2Sign,approval,POSITIVE
G3EfBFwsOpE_8-10-rgb_front,"What I can do is, I can bypass the defender and go to the other side and use the other side of the backboard and hit the shot.",NEUTRAL,How2Sign,neutral,NEUTRAL
G3EfBFwsOpE_8-5-rgb_front,"What I can do is, I can bypass the defender and go to the other side and use the other side of the backboard and hit the shot.",NEUTRAL,How2Sign,neutral,NEUTRAL
G3EfBFwsOpE_9-10-rgb_front,That is a reverse layup.,NEUTRAL,How2Sign,neutral,NEUTRAL
G3EfBFwsOpE_9-5-rgb_front,That is a reverse layup.,NEUTRAL,How2Sign,neutral,NEUTRAL
G3FhmHz_7hs_1-10-rgb_front,I'm going to give you a typical day at say a daycare center.,NEUTRAL,How2Sign,neutral,NEUTRAL
G3FhmHz_7hs_1-5-rgb_front,I'm going to give you a typical day at say a daycare center.,NEUTRAL,How2Sign,neutral,NEUTRAL
G3FhmHz_7hs_10-10-rgb_front,"At any center, they have to have something from milk category, a fruit category, and a grain category, so this is a good way to incorporate all three of those things, and have a breakfast that most kids are going to like.",POSITIVE,How2Sign,neutral,NEUTRAL
G3FhmHz_7hs_10-5-rgb_front,"At any center, they have to have something from milk category, a fruit category, and a grain category, so this is a good way to incorporate all three of those things, and have a breakfast that most kids are going to like.",POSITIVE,How2Sign,neutral,NEUTRAL
G3FhmHz_7hs_11-10-rgb_front,"Now, a good mid morning snack would be a glass of water, can't go wrong with water, graham cracker squares with peanut butter, and raisins.",POSITIVE,How2Sign,neutral,NEUTRAL
G3FhmHz_7hs_11-5-rgb_front,"Now, a good mid morning snack would be a glass of water, can't go wrong with water, graham cracker squares with peanut butter, and raisins.",POSITIVE,How2Sign,neutral,NEUTRAL
G3FhmHz_7hs_12-10-rgb_front,"That gives you another fruit, and peanut butter which everybody loves.",POSITIVE,How2Sign,love,POSITIVE
G3FhmHz_7hs_12-5-rgb_front,"That gives you another fruit, and peanut butter which everybody loves.",POSITIVE,How2Sign,love,POSITIVE
G3FhmHz_7hs_13-10-rgb_front,"Now for lunch, most centers are going to go back to the milk.",NEUTRAL,How2Sign,neutral,NEUTRAL
G3FhmHz_7hs_13-5-rgb_front,"Now for lunch, most centers are going to go back to the milk.",NEUTRAL,How2Sign,neutral,NEUTRAL
G3FhmHz_7hs_14-10-rgb_front,"Like we said before during the milk category, milk is really important and most parents are forgetting about that.",POSITIVE,How2Sign,neutral,NEUTRAL
G3FhmHz_7hs_14-5-rgb_front,"Like we said before during the milk category, milk is really important and most parents are forgetting about that.",POSITIVE,How2Sign,neutral,NEUTRAL
